StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q110,att_1,att_2,comp_1,comp_2,auto_1,resp_software1_10,resp_human1_10,liable_firm1_1,liable_human1_1,liab_text1,comp_3,co_1,resp_software2_10,resp_human2_10,liab_firm2_1,liab_human2_1,liab_text2,comp_4,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,license,ai_knowledge_1,PROLIFIC_PID
2023-08-13 17:43:58,2023-08-13 17:49:26,0,173.75.219.82,100,328,1,2023-08-13 17:49:27,R_2VC4m7Ji4eNgdj5,,,,,39.9597,-75.1995,anonymous,EN,1,631f55697876499cef1a3ebb,2,1,2,4,6,80,100,60,100,"The human should be paying attention, just in case the autopilot fail",2,,,,,,,,2,,1,,62,3,,1,10,631f55697876499cef1a3ebb
2023-08-13 17:46:23,2023-08-13 17:49:27,0,98.32.142.13,100,183,1,2023-08-13 17:49:27,R_x2UtpyVmXdOjVZL,,,,,41.7067,-87.7755,anonymous,EN,1,60130d613d3ca613b04d39bb,2,2,2,4,4,32,95,4,96,"The human driver should remain aware at all times, even if the autopilot is driving, as the autopilot can fail.",2,,,,,,,,2,,1,,23,2,,2,16,60130d613d3ca613b04d39bb
2023-08-13 17:46:30,2023-08-13 17:49:29,0,24.116.245.190,100,178,1,2023-08-13 17:49:30,R_sS62tjGPFeU8kc9,,,,,43.6502,-116.4343,anonymous,EN,1,5848ad3bdb871400012da095,2,2,2,4,5,75,58,74,59,"The company was ""trained"" to think he could rely on self driving system. He was expecting the system to do the monitoring for him.",2,,,,,,,,2,,3,,33,3,,1,4,5848ad3bdb871400012da095
2023-08-13 17:45:54,2023-08-13 17:49:39,0,172.59.223.126,100,224,1,2023-08-13 17:49:39,R_5cH3vf4UYbm2eyt,,,,,35.2369,-80.8957,anonymous,EN,1,62fe7ba9fb73cb6db493ca03,2,2,2,4,2,10,90,10,90,I think the human is  responsible because it was his responsibility to look out for dangers on the road.,2,,,,,,,,2,,3,,69,4,,1,10,62fe7ba9fb73cb6db493ca03
2023-08-13 17:46:01,2023-08-13 17:49:51,0,73.38.139.60,100,230,1,2023-08-13 17:49:52,R_2rlaunmkIf201Td,,,,,43.7019,-72.2827,anonymous,EN,1,63d1c1b521f75a8a9f14160f,2,2,2,4,,,,,,,,4,27,100,29,100,"As a driver it is your responsibility to drive your car - you should ALWAYS be ready to step in, even on co-pilot.",1,2,,3,,51,5,,1,9,63d1c1b521f75a8a9f14160f
2023-08-13 17:45:49,2023-08-13 17:49:56,0,107.77.221.194,100,247,1,2023-08-13 17:49:57,R_27fYIBfIjalUbyH,,,,,29.4411,-98.4936,anonymous,EN,1,636193926eae30bf0a1c981a,2,2,3,1,5,80,90,80,90,The human driver should always be paying attention.  They are more responsible for the accident because they are more responsible for their safety.,2,,,,,,,,2,,3,,44,4,,1,65,636193926eae30bf0a1c981a
2023-08-13 17:46:45,2023-08-13 17:50:25,0,69.237.200.166,100,220,1,2023-08-13 17:50:26,R_3OiuSBKXqQ0m975,,,,,34.6054,-92.6255,anonymous,EN,1,63d6bc0c28367c7d48d6c9b9,2,2,2,4,4,74,100,73,100,"The human is supposed to monitor all driving tasks to respond if the AI messes up. ",2,,,,,,,,2,,3,,33,4,,1,47,63d6bc0c28367c7d48d6c9b9
2023-08-13 17:45:54,2023-08-13 17:50:31,0,108.51.32.154,100,277,1,2023-08-13 17:50:32,R_2DSQBEHb3gk8SLF,,,,,39.1585,-77.0837,anonymous,EN,1,63bc70ea91717f3259eb8f88,2,2,2,4,,,,,,,,4,0,100,0,100,I think the humn driver is liable for the accident. Having a car assist with driving does not mean that the human driver has given up all responsibilty for the actions of the car.,1,2,,3,,34,4,,1,7,63bc70ea91717f3259eb8f88
2023-08-13 17:46:27,2023-08-13 17:50:37,0,174.245.82.123,100,249,1,2023-08-13 17:50:38,R_e2qQT8M0AZPf4hX,,,,,35.2916,-80.8201,anonymous,EN,1,647e3f6c937db5698fb7a14a,2,2,2,4,6,89,7,91,8,The autopilot system was engaged. Therefore it seems reasonable that Aeon is responsible.,2,,,,,,,,1,,3,,46,4,,1,15,647e3f6c937db5698fb7a14a
2023-08-13 17:47:29,2023-08-13 17:50:39,0,74.103.183.241,100,189,1,2023-08-13 17:50:39,R_PMARRYoB2DKUBfb,,,,,40.1262,-75.5268,anonymous,EN,1,62689027500f750cabae086d,2,2,2,4,5,74,30,88,38,The company failed to program the Aeon to perform properly,2,,,,,,,,2,,3,,57,1,,1,56,62689027500f750cabae086d
2023-08-13 17:47:42,2023-08-13 17:50:44,0,96.245.215.131,100,181,1,2023-08-13 17:50:44,R_1j9vYM8MmLgYyif,,,,,40.1435,-75.3779,anonymous,EN,1,5f15fbdf2c61ce144ceeb357,2,2,2,4,,,,,,,,4,35,94,29,90,"The human is always responsible, as it can make decisions morally and empathetically. ",1,2,,3,,29,4,,1,35,5f15fbdf2c61ce144ceeb357
2023-08-13 17:47:01,2023-08-13 17:50:50,0,23.243.7.220,100,228,1,2023-08-13 17:50:51,R_3nxcyz1hqivRugG,,,,,34.029,-118.4005,anonymous,EN,1,62ba3c827ac84619443dc63d,2,2,1,2,,,,,,,,6,100,0,100,0,I think they are liable over the human driver because it was in auto pilot. If he had been in control instead of auto pilot he would have been liable.,1,1,,3,,33,1,,2,0,62ba3c827ac84619443dc63d
2023-08-13 17:46:31,2023-08-13 17:51:08,0,99.187.156.100,100,277,1,2023-08-13 17:51:09,R_1NCgmPyVHHJZpJK,,,,,35.6014,-82.4895,anonymous,EN,1,5dd35813794e103649612ffd,2,2,2,4,,,,,,,,4,20,100,20,100,"I think the human driver should be the ultimate one responsible unless it is completely a self driving car, and until we have ALL, or almost all self driving cars on the road, even a human should be responsible for a self driving car.  It does not seem like a few self driving cars can really be 100% relied upon with not many others on the road.  It will be safer when they are all that way. ",1,2,,3,,55,4,,1,50,5dd35813794e103649612ffd
2023-08-13 17:46:54,2023-08-13 17:51:17,0,23.245.127.145,100,263,1,2023-08-13 17:51:18,R_vU2QjfsDXOjEWM9,,,,,39.953,-83.0767,anonymous,EN,1,6279c1daff96f85ae66373e0,2,2,1,4,6,94,85,80,100,I think they are both liable at some point. The companys product failed their autopilot. The human drive is responsible for not being aware of their surroundings.,2,,,,,,,,2,,3,,36,3,,1,7,6279c1daff96f85ae66373e0
2023-08-13 17:44:56,2023-08-13 17:51:19,0,75.190.205.121,100,383,1,2023-08-13 17:51:20,R_332apFweFxrbM2V,,,,,35.401,-80.8688,anonymous,EN,1,64063ab4e87bbb62274cd0e6,2,2,1,4,6,30,89,35,90,"Because the driver was still engaged for basic driving dynamics, not the auto pilot.",2,,,,,,,,1,,3,,65,5,,1,40,64063ab4e87bbb62274cd0e6
2023-08-13 17:48:12,2023-08-13 17:51:20,0,73.154.43.160,100,187,1,2023-08-13 17:51:20,R_e5sW0F9ck1rzJGF,,,,,39.652,-79.9444,anonymous,EN,1,5f455ed3326727130e7d4a49,2,2,2,4,3,20,80,20,80,"Autopilot was engaged, however the driver should've been paying attention as well ",2,,,,,,,,2,,3,,21,1,,1,10,5f455ed3326727130e7d4a49
2023-08-13 17:46:39,2023-08-13 17:51:29,0,73.139.228.225,100,289,1,2023-08-13 17:51:29,R_3JLzR0gfmqNThpf,,,,,26.1166,-80.3192,anonymous,EN,1,5ac43d51a3ba7a0001b498d0,2,2,2,4,,,,,,,,4,0,100,0,100,"The  human driver took his attention off the road, and unless it was fully machine driven they should have at least made sure the machine driving function was on and working as intended before taking his attention away from the task of driving.",2,1,,3,,38,3,,1,30,5ac43d51a3ba7a0001b498d0
2023-08-13 17:51:12,2023-08-13 17:51:34,0,69.251.149.60,100,22,1,2023-08-13 17:51:35,R_1otkk9GCltEWZjn,,,,,38.9206,-76.8787,anonymous,EN,1,63eac22421fd7109646f4b78,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,63eac22421fd7109646f4b78
2023-08-13 17:46:20,2023-08-13 17:51:35,0,73.93.128.42,100,315,1,2023-08-13 17:51:36,R_UDxbfBNnpSISkcV,,,,,37.7441,-122.48,anonymous,EN,1,5f3720ac601a361a586e3aa2,2,2,1,4,,,,,,,,4,100,58,100,50,"I think Aeon, the company is more liable because they are the ones rolling out the autonomous driving function. Plus, it's the companies' car.",1,1,,2,,27,4,,1,8,5f3720ac601a361a586e3aa2
2023-08-13 17:46:07,2023-08-13 17:51:43,0,24.247.8.158,100,336,1,2023-08-13 17:51:44,R_3PhGLBsw2CVhx0l,,,,,43.0561,-83.3374,anonymous,EN,1,63f654ed5005f1db020f0e53,2,1,3,4,,,,,,,,3,25,90,28,80,"The human is in control of the vehicle.  Vehicles are not responsibility people are responsible. ",2,2,,3,,51,4,,1,62,63f654ed5005f1db020f0e53
2023-08-13 17:49:32,2023-08-13 17:52:07,0,66.110.252.74,100,155,1,2023-08-13 17:52:08,R_qXvJFli32PcjwtP,,,,,36.002,-80.0004,anonymous,EN,1,5dc7870428e0d566b626bcb9,2,2,2,4,,,,,,,,4,16,100,12,100,"I think the human driver is more liable because it's still important to pay attention to the road at all times, regardless if you have some assistance. The human decided to drive the car that day and not the automation.",1,2,,3,,41,3,,1,17,5dc7870428e0d566b626bcb9
2023-08-13 17:46:40,2023-08-13 17:52:16,0,172.56.168.118,100,335,1,2023-08-13 17:52:16,R_2fKffhPWl0abeJu,,,,,38.581,-121.4939,anonymous,EN,1,614f4e8cc12343fd7c69a38f,2,2,2,4,,,,,,,,2,65,80,50,100,"The human is the most liable because,  nomatter what a company claims about the fail-safe features of an automated vehicle, we should always assume that machines are fallible when there is the potential for injury or death and remain at least somewhat vigilant. ",1,2,,3,,34,4,,1,11,614f4e8cc12343fd7c69a38f
2023-08-13 17:41:43,2023-08-13 17:52:33,0,98.242.67.112,100,649,1,2023-08-13 17:52:33,R_2uyySFcUlVcEL6J,,,,,30.334,-84.287,anonymous,EN,1,6266c2af9e12be23dff07d28,2,2,2,4,,,,,,,,4,80,70,57,65,"There is some mutual responsibility. The driver was aware that they shouldn't text and drive but they were using the co-pilot system which adds to the company's responsibility for the accident which makes the co-pilot system more responsible because the company created it so they are more responsible. ",1,2,,1,,52,5,,1,41,6266c2af9e12be23dff07d28
2023-08-13 17:49:45,2023-08-13 17:52:39,0,73.107.110.132,100,173,1,2023-08-13 17:52:39,R_3EnWPjVEzgK931G,,,,,26.5698,-81.8695,anonymous,EN,1,5e87206614560f0118569c49,2,2,2,4,5,15,85,55,80,"Aeon has some responsibility for a defective product, but ultimately it’s up to the driver to drive his vehicle in a safe manner,",2,,,,,,,,2,,3,,50,4,,1,40,5e87206614560f0118569c49
2023-08-13 17:48:28,2023-08-13 17:52:43,0,104.183.117.76,100,255,1,2023-08-13 17:52:45,R_2fIrTVtAKbS1GUA,,,,,28.5344,-81.3783,anonymous,EN,1,5cfe91a931c8d200018fd824,2,2,2,4,5,100,0,100,0,"If the human was being driven home by the autopilot, clearly that was supposed to be a functioning autopilot system that doesn't get into accidents. But it missed a stop sign which is a very basic thing and thus it's the company's fault for having a faulty autopilot system.",2,,,,,,,,1,,4,,22,3,,2,50,5cfe91a931c8d200018fd824
2023-08-13 17:45:22,2023-08-13 17:52:45,0,172.58.134.172,100,442,1,2023-08-13 17:52:45,R_sTfRVQZ0gehoXx7,,,,,25.8119,-80.2318,anonymous,EN,1,601f3a8163401445bdf41c1b,2,2,1,4,6,66,56,57,57,"I think the company is a bit more liable, as the human was relying on the autopilot. Things like that shouldn't be the humans fault if the car is made to be on autopilot ",3,,,,,,,,2,,5,,35,1,,1,36,601f3a8163401445bdf41c1b
2023-08-13 17:45:59,2023-08-13 17:52:47,0,72.235.177.46,100,408,1,2023-08-13 17:52:48,R_yWjVMjhLNEHSfHr,,,,,21.3908,-157.9332,anonymous,EN,1,5d51444f292b750001583e28,2,2,2,4,,,,,,,,5,75,25,70,30,"I think Aeon is slightly more liable because stopping at a stop sign should be a basic requirement of any automated driving software. However, the human driver should be ready in case of mistakes. ",1,1,,3,,26,5,,2,60,5d51444f292b750001583e28
2023-08-13 17:48:50,2023-08-13 17:53:01,0,108.64.48.207,100,251,1,2023-08-13 17:53:01,R_2tJeBHw9XZ2RaGd,,,,,32.7254,-97.3208,anonymous,EN,1,61042c246d0dfbeb5171be23,2,2,2,4,4,81,100,100,100,Although the company made the car I think humans in the car should always be aware of what’s going on around them.,2,,,,,,,,2,,1,,23,4,,1,50,61042c246d0dfbeb5171be23
2023-08-13 17:50:50,2023-08-13 17:53:22,0,174.210.68.120,100,152,1,2023-08-13 17:53:23,R_2feTfaRtMKpJgmT,,,,,35.2316,-80.8428,anonymous,EN,1,5d5618b69cd0f20015e1ab0d,2,1,1,4,6,100,100,40,80,"I think they’re equally liable ",2,,,,,,,,2,,3,,28,1,,1,0,5d5618b69cd0f20015e1ab0d
2023-08-13 17:49:09,2023-08-13 17:53:24,0,207.255.103.131,100,255,1,2023-08-13 17:53:25,R_25Nh7e2sqnOHjhj,,,,,40.4371,-78.3639,anonymous,EN,1,5df89cab69a117620a70f1ee,2,2,2,4,6,0,100,0,100,No matter what- the human should always be in charge. Autopilot is to assist the human,2,,,,,,,,1,,3,,38,4,,1,75,5df89cab69a117620a70f1ee
2023-08-13 17:46:02,2023-08-13 17:53:29,0,168.245.163.90,100,446,1,2023-08-13 17:53:29,R_1hSCiWuUXn5tx6g,,,,,36.1732,-85.4536,anonymous,EN,1,56cba6c0f8753700050b82c6,2,2,2,4,,,,,,,,4,70,29,70,80,I think the human is more liable since the car belongs to them. I think this an excellent question.,1,1,,3,,51,4,,1,10,56cba6c0f8753700050b82c6
2023-08-13 17:48:20,2023-08-13 17:53:35,0,67.161.111.184,100,315,1,2023-08-13 17:53:36,R_bsy21IfunEn6WHL,,,,,45.5192,-122.6901,anonymous,EN,1,6114ba31072fc0bcc226b89d,2,2,2,4,,,,,,,,5,30,99,41,99,"The human chose to operate the car, they also chose to use Aeon to operate the car. ",1,1,,3,,33,3,,2,1,6114ba31072fc0bcc226b89d
2023-08-13 17:48:26,2023-08-13 17:53:42,0,75.235.66.5,100,315,1,2023-08-13 17:53:42,R_30wAGge72M25Hzp,,,,,42.4986,-83.4792,anonymous,EN,1,5589a9d1fdf99b118adfa3a6,2,2,2,4,,,,,,,,4,69,79,63,95,"All are responsible because the company failed to guarantee the AI was responsible enough, the AI itself failed, and the human was negligent.",1,1,,3,,46,3,,1,32,5589a9d1fdf99b118adfa3a6
2023-08-13 17:49:11,2023-08-13 17:53:47,0,99.41.145.150,100,276,1,2023-08-13 17:53:47,R_1oHZm5xkq94nVqn,,,,,35.0535,-82.0582,anonymous,EN,1,60171277d472ae2062db3a35,2,2,2,4,,,,,,,,3,8,92,12,90,The person driving is still ultimately in control.,1,2,,3,,39,4,,1,20,60171277d472ae2062db3a35
2023-08-13 17:52:28,2023-08-13 17:53:55,0,198.167.244.93,100,87,1,2023-08-13 17:53:56,R_1rAhk6as4P2tmjY,,,,,44.5179,-85.9511,anonymous,EN,1,5e71538a5a6f13000be49db8,2,2,2,1,3,51,51,51,51,I believe the human is ultimately responsible for what happens in the car they are in.,2,,,,,,,,1,,2,,33,5,,1,43,5e71538a5a6f13000be49db8
2023-08-13 17:51:01,2023-08-13 17:54:04,0,75.26.244.127,100,182,1,2023-08-13 17:54:04,R_DpBHu2gI6PE9vUt,,,,,42.0431,-87.7899,anonymous,EN,1,5aeafd36c8a6fd0001d8422c,2,2,2,4,,,,,,,,6,82,54,55,60,"I can't decide who is more liable, but if he was supposed to be monitoring the surroundings also then he is liable",1,1,,3,,32,4,,1,55,5aeafd36c8a6fd0001d8422c
2023-08-13 17:50:46,2023-08-13 17:54:47,0,108.26.178.111,100,241,1,2023-08-13 17:54:48,R_1DAy8YZ3vSgPabq,,,,,42.3291,-71.1815,anonymous,EN,1,580bea98827ca10001db514e,2,2,2,4,,,,,,,,3,75,54,90,29,both should share the blame.,2,1,,1,,54,4,,1,34,580bea98827ca10001db514e
2023-08-13 17:50:39,2023-08-13 17:54:56,0,97.98.116.239,100,257,1,2023-08-13 17:54:56,R_3Jgfn1FwOP3hpYw,,,,,27.7918,-97.3995,anonymous,EN,1,6413638f1424c53395fcb745,2,2,2,4,,,,,,,,4,51,51,51,51,Both are responsible. Both are responible. But mostly human because of human error.,2,1,,4,,20,1,,1,20,6413638f1424c53395fcb745
2023-08-13 17:50:59,2023-08-13 17:55:05,0,74.137.30.65,100,246,1,2023-08-13 17:55:05,R_1CEjD9TN7JIzXDl,,,,,38.199,-83.4436,anonymous,EN,1,63d7d95057d77b4c34b3afe8,2,2,2,4,5,20,90,10,80,"I am correct in my assumption about the level of autopilot, the human driver should always be alert, especially in the type of driving environment with pedestrians and stop signs.",2,,,,,,,,1,,3,,33,4,,1,40,63d7d95057d77b4c34b3afe8
2023-08-13 17:50:37,2023-08-13 17:55:09,0,35.146.21.11,100,271,1,2023-08-13 17:55:09,R_210LfA0HLD9Rz8o,,,,,30.3075,-97.7271,anonymous,EN,1,644168ef5feb0150d6d4b3c3,2,1,2,4,3,81,20,81,20,The car was on autopilot so it should've stopped.,2,,,,,,,,1,,3,,48,1,,2,51,644168ef5feb0150d6d4b3c3
2023-08-13 17:51:51,2023-08-13 17:55:09,0,98.58.177.3,100,198,1,2023-08-13 17:55:09,R_3e4cREJYPy2SW5W,,,,,25.8153,-80.3577,anonymous,EN,1,636181cafa036fd02cb083db,2,2,2,4,5,60,79,75,85,I think that the human driver is more liable for the accident because driving should be the driver's responsibility. There is only so much that an autonomous driving AI can do.,2,,,,,,,,1,,2,,34,7,,1,30,636181cafa036fd02cb083db
2023-08-13 17:52:37,2023-08-13 17:55:18,0,47.227.118.38,100,161,1,2023-08-13 17:55:18,R_7PxvTzVQi8Tjjwt,,,,,39.7436,-86.1158,anonymous,EN,1,59a1e22bfc15d200014ba09a,2,2,2,4,,,,,,,,4,70,70,70,70,I think both the company and human driver are equally responsible since they are equally sharing the burden of driving and paying attention.,1,4,non-binary,3,,35,3,,1,50,59a1e22bfc15d200014ba09a
2023-08-13 17:49:39,2023-08-13 17:55:25,0,73.56.115.35,100,346,1,2023-08-13 17:55:25,R_tWjZcYSuQccS7QZ,,,,,26.5226,-80.06,anonymous,EN,1,63e2d0688843b2d983ab9d05,2,2,1,4,4,32,80,40,79,"The human should be aware of the environment regardless of the autopilot features. There are several scenarios that could have caused the autopilot to not notice the stop sign (such as shrubbery or the stop sign being damaged) or to malfunction, and the driver should be ready to take over when necessary.",2,,,,,,,,2,,3,,26,1,,1,31,63e2d0688843b2d983ab9d05
2023-08-13 17:52:52,2023-08-13 17:55:37,0,24.8.110.226,100,165,1,2023-08-13 17:55:38,R_3kk0ZOG3KRtR2EF,,,,,38.9129,-104.7794,anonymous,EN,1,610508c09d61c098f072605b,2,2,2,4,4,85,80,89,80,"I think both would be liable, but the human driver because he should know to never use his phone while driving.",2,,,,,,,,2,,3,,26,3,,1,23,610508c09d61c098f072605b
2023-08-13 17:48:39,2023-08-13 17:55:42,0,68.38.220.31,100,422,1,2023-08-13 17:55:42,R_eRrbMaJC3UZQ665,,,,,39.7963,-86.2948,anonymous,EN,1,5efec7794ff2093d25ffa6d0,2,2,3,4,6,100,0,49,51,"Human is at fault, but just barely. It is always the human drivers fault for putting 100% faith in the companies Auto-Pilot. They Company shouldn't have to pay but Morally it should feel obligated. Legally it is a slippery slope. This is my take on this situation. ",2,,,,,,,,1,,3,,38,4,,1,61,5efec7794ff2093d25ffa6d0
2023-08-13 17:48:55,2023-08-13 17:56:05,0,50.96.157.125,100,429,1,2023-08-13 17:56:05,R_so5mhC6Rj8WCUkp,,,,,36.053,-95.7336,anonymous,EN,1,5d4252914733ca0018ff29d7,2,2,2,4,,,,,,,,5,100,7,100,81,Aeon Copilot was created to drive by itself.  There was a problem with Aeon's product and they should be responsible.,1,2,,3,,56,1,,1,21,5d4252914733ca0018ff29d7
2023-08-13 17:52:54,2023-08-13 17:56:10,0,73.149.18.107,100,196,1,2023-08-13 17:56:11,R_2DTyHvJApZJ2FcO,,,,,42.3649,-71.0987,anonymous,EN,1,60d731567049e5132e3cc4d4,2,2,2,4,,,,,,,,2,10,100,0,95,"The driver is more liable for the accident because he should be monitoring the road. The company can provide the product to assist with driving, but the human in the driver's seat should ultimately be responsible for being attentive to the road.",1,2,,3,,26,4,,1,55,60d731567049e5132e3cc4d4
2023-08-13 17:53:10,2023-08-13 17:56:14,0,68.101.246.154,100,184,1,2023-08-13 17:56:14,R_1LBu5GMNg6048DT,,,,,33.1432,-117.1666,anonymous,EN,1,6400d916e410c86255a45836,2,2,2,4,,,,,,,,4,50,80,80,80,I think they both are at fault. The company error in development led to the car not noticing the stop sig itself and the human not paying attention to take over if needed was wrong.,1,2,,3,,33,3,,2,65,6400d916e410c86255a45836
2023-08-13 17:54:13,2023-08-13 17:56:22,0,24.59.130.239,100,129,1,2023-08-13 17:56:23,R_3MmJKpGqLbEToI7,,,,,43.9771,-75.9093,anonymous,EN,1,60fcd8cbdcebde3d58562aeb,2,2,2,4,3,57,85,49,89,"The human driver chose to use a non reliable automated system to drive. ",3,,,,,,,,2,,3,,28,5,,1,17,60fcd8cbdcebde3d58562aeb
2023-08-13 17:53:09,2023-08-13 17:56:27,0,75.211.113.252,100,197,1,2023-08-13 17:56:27,R_1Kjynq7ywhRblma,,,,,37.751,-97.822,anonymous,EN,1,6295446d54e178eeb22d82bb,2,2,2,4,6,100,0,100,0,"the system was in control of the car, so the company ought to be liable for the system's mistakes",2,,,,,,,,2,,3,,29,4,,1,38,6295446d54e178eeb22d82bb
2023-08-13 17:46:23,2023-08-13 17:56:49,0,174.213.240.231,100,625,1,2023-08-13 17:56:49,R_1LkivsP7zMQPdtu,,,,,44.9427,-93.2871,anonymous,EN,1,5d6c1075a9d20a0001de4f80,2,2,2,4,4,60,52,65,60,"I think they are both liable. Aeon needs to do more work on their autopilot system, and the human driver needs to pay more attention even if an autopilot system is doing the driving.",3,,,,,,,,2,,3,,62,1,,2,20,5d6c1075a9d20a0001de4f80
2023-08-13 17:53:27,2023-08-13 17:56:57,0,174.63.55.62,100,210,1,2023-08-13 17:56:57,R_UmEh3AcINGg4ZvH,,,,,38.8511,-104.7688,anonymous,EN,1,61524fadb6efaee2aa111cb3,2,2,2,1,,,,,,,,4,65,59,73,48,"The human is responsible for trusting the AI, but the AI and company is responsible for the driving AI failing.",1,2,,3,,39,3,,1,37,61524fadb6efaee2aa111cb3
2023-08-13 17:54:31,2023-08-13 17:56:59,0,72.199.113.74,100,147,1,2023-08-13 17:56:59,R_3elsJkL7Od65ncp,,,,,32.7203,-117.1552,anonymous,EN,1,61087c73650ec80abf66b2f0,2,1,2,4,3,0,100,0,100,You should not be looking at your phone while driving.,3,,,,,,,,1,,3,,24,4,,1,60,61087c73650ec80abf66b2f0
2023-08-13 17:41:31,2023-08-13 17:57:03,0,50.251.24.121,100,932,1,2023-08-13 17:57:04,R_2B9UmfAuqoYyEQ1,,,,,39.2273,-86.466,anonymous,EN,1,614e028cce0c68ed60059ab1,2,2,2,4,,,,,,,,5,30,55,45,70,"Unless Aeron guaranteed that the Copilot was 100% effective in all aspects of driving, I think the driver is primarily responsible to react if Copilot did not make the right choice during driving.",1,1,,2,,25,4,,1,39,614e028cce0c68ed60059ab1
